ID	Customer Age (in months)	"Churn (1 = Yes, 0 = No)"	CHI Score Month 0	CHI Score 0-1	Support Cases Month 0	Support Cases 0-1	SP Month 0	SP 0-1	Logins 0-1	Blog Articles 0-1	Views 0-1	 Days Since Last Login 0-1
" 1,185 "	 22.0 	 -   	 163.0 	 (2.0)	 -   	 -   	 -   	 -   	 3.0 	 -   	 (5.0)	 (1.0)
" 1,186 "	 20.0 	 -   	 120.0 	 15.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 (195.0)	 (3.0)
" 1,187 "	 21.0 	 -   	 93.0 	 (73.0)	 -   	 (1.0)	 -   	 (3.0)	 (35.0)	 (5.0)	 13.0 	 2.0 
" 1,188 "	 20.0 	 -   	 35.0 	 (15.0)	 -   	 -   	 -   	 -   	 -   	 -   	 104.0 	 31.0 
" 1,189 "	 22.0 	 -   	 94.0 	 (23.0)	 -   	 -   	 -   	 -   	 (10.0)	 -   	 23.0 	 -   
" 1,190 "	 22.0 	 -   	 138.0 	 1.0 	 -   	 -   	 -   	 -   	 20.0 	 1.0 	 (899.0)	 (1.0)
" 1,191 "	 23.0 	 -   	 196.0 	 72.0 	 5.0 	 2.0 	 3.0 	 (0.3)	 93.0 	 -   	" 6,983.0 "	 -   
" 1,192 "	 22.0 	 -   	 61.0 	 25.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 (5.0)	 31.0 
" 1,193 "	 7.0 	 -   	 72.0 	 (11.0)	 -   	 (1.0)	 -   	 (3.0)	 (17.0)	 (1.0)	 507.0 	 (8.0)
" 1,194 "	 22.0 	 -   	 84.0 	 17.0 	 -   	 -   	 -   	 -   	 10.0 	 -   	 (18.0)	 31.0 
" 1,195 "	 22.0 	 -   	 183.0 	 10.0 	 -   	 (2.0)	 -   	 (3.0)	 33.0 	 1.0 	 (113.0)	 3.0 
" 1,196 "	 22.0 	 -   	 123.0 	 1.0 	 -   	 (1.0)	 -   	 (3.0)	 14.0 	 -   	 69.0 	 -   
" 1,197 "	 22.0 	 -   	 137.0 	 59.0 	 1.0 	 -   	 3.0 	 -   	 39.0 	 1.0 	 25.0 	 (2.0)
" 1,198 "	 19.0 	 -   	 33.0 	 10.0 	 -   	 -   	 -   	 -   	 1.0 	 -   	 -   	 (60.0)
" 1,199 "	 22.0 	 -   	 40.0 	 (36.0)	 -   	 (1.0)	 -   	 (3.0)	 (12.0)	 -   	 78.0 	 (61.0)
" 1,200 "	 14.0 	 -   	 249.0 	 31.0 	 2.0 	 -   	 2.0 	 (1.0)	 213.0 	 9.0 	 (353.0)	 -   
" 1,201 "	 18.0 	 1.0 	 143.0 	 20.0 	 3.0 	 3.0 	 3.0 	 3.0 	 65.0 	 1.0 	 (521.0)	 2.0 
" 1,202 "	 22.0 	 1.0 	 82.0 	 11.0 	 2.0 	 2.0 	 3.0 	 3.0 	 65.0 	 1.0 	 16.0 	 4.0 
" 1,203 "	 22.0 	 -   	 47.0 	 (11.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 19.0 	 1.0 
" 1,204 "	 22.0 	 -   	 25.0 	 (40.0)	 -   	 -   	 -   	 -   	 -   	 -   	 430.0 	 31.0 
" 1,205 "	 20.0 	 -   	 29.0 	 15.0 	 -   	 -   	 -   	 -   	 1.0 	 -   	 (9.0)	 24.0 
" 1,206 "	 22.0 	 -   	 195.0 	 (7.0)	 -   	 -   	 -   	 -   	 -   	 (1.0)	 (51.0)	 (1.0)
" 1,207 "	 19.0 	 -   	 97.0 	 (13.0)	 3.0 	 -   	 2.7 	 (0.3)	 10.0 	 (2.0)	 (34.0)	 4.0 
" 1,208 "	 21.0 	 -   	 108.0 	 27.0 	 -   	 -   	 -   	 -   	 13.0 	 -   	" 2,479.0 "	 23.0 
" 1,209 "	 22.0 	 -   	 82.0 	 (15.0)	 -   	 -   	 -   	 -   	 (6.0)	 -   	 -   	 2.0 
" 1,210 "	 22.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 1,211 "	 21.0 	 -   	 193.0 	 (1.0)	 -   	 -   	 -   	 -   	 23.0 	 -   	 (16.0)	 -   
" 1,212 "	 22.0 	 -   	 76.0 	 (1.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 39.0 	 (26.0)
" 1,213 "	 22.0 	 -   	 143.0 	 -   	 -   	 (1.0)	 -   	 (3.0)	 2.0 	 (1.0)	 41.0 	 -   
" 1,214 "	 12.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 31.0 
" 1,215 "	 14.0 	 -   	 153.0 	 (10.0)	 1.0 	 -   	 3.0 	 -   	 (10.0)	 1.0 	 8.0 	 -   
" 1,216 "	 22.0 	 -   	 194.0 	 89.0 	 1.0 	 -   	 3.0 	 -   	 103.0 	 4.0 	 108.0 	 -   
" 1,217 "	 22.0 	 -   	 200.0 	 23.0 	 -   	 (2.0)	 -   	 (3.0)	 (8.0)	 (1.0)	 871.0 	 -   
" 1,218 "	 22.0 	 1.0 	 139.0 	 (31.0)	 -   	 -   	 -   	 -   	 (1.0)	 (1.0)	 (264.0)	 -   
" 1,219 "	 21.0 	 -   	 63.0 	 (25.0)	 -   	 -   	 -   	 -   	 (7.0)	 -   	 (292.0)	 (104.0)
" 1,220 "	 22.0 	 -   	 188.0 	 35.0 	 -   	 -   	 -   	 -   	 193.0 	 3.0 	 (56.0)	 -   
" 1,221 "	 18.0 	 -   	 196.0 	 6.0 	 -   	 -   	 -   	 -   	 37.0 	 1.0 	" 2,919.0 "	 (1.0)
" 1,222 "	 5.0 	 -   	 121.0 	 (7.0)	 11.0 	 5.0 	 3.0 	 (0.2)	 27.0 	 -   	 8.0 	 -   
" 1,223 "	 22.0 	 -   	 47.0 	 (39.0)	 -   	 -   	 -   	 -   	 5.0 	 (2.0)	 (9.0)	 2.0 
" 1,224 "	 19.0 	 -   	 130.0 	 (5.0)	 -   	 -   	 -   	 -   	 25.0 	 -   	 (40.0)	 -   
" 1,225 "	 22.0 	 -   	 165.0 	 43.0 	 1.0 	 1.0 	 3.0 	 3.0 	 102.0 	 2.0 	 (287.0)	 (2.0)
" 1,226 "	 22.0 	 -   	 181.0 	 34.0 	 -   	 -   	 -   	 -   	 56.0 	 (1.0)	 (85.0)	 -   
" 1,227 "	 17.0 	 -   	 214.0 	 6.0 	 -   	 (1.0)	 -   	 (3.0)	 17.0 	 10.0 	 263.0 	 (2.0)
" 1,228 "	 22.0 	 -   	 146.0 	 (5.0)	 -   	 -   	 -   	 -   	 13.0 	 (5.0)	" 1,052.0 "	 5.0 
" 1,229 "	 22.0 	 -   	 45.0 	 (3.0)	 1.0 	 1.0 	 3.0 	 3.0 	 12.0 	 -   	 (72.0)	 31.0 
" 1,230 "	 22.0 	 -   	 133.0 	 46.0 	 2.0 	 2.0 	 3.0 	 3.0 	 8.0 	 2.0 	 7.0 	 2.0 
" 1,231 "	 22.0 	 -   	 209.0 	 27.0 	 1.0 	 -   	 3.0 	 -   	 8.0 	 1.0 	 (104.0)	 8.0 
" 1,232 "	 22.0 	 -   	 144.0 	 9.0 	 -   	 -   	 -   	 -   	 12.0 	 1.0 	 245.0 	 (2.0)
" 1,233 "	 21.0 	 -   	 173.0 	 13.0 	 1.0 	 1.0 	 3.0 	 3.0 	 3.0 	 1.0 	 (11.0)	 (1.0)
" 1,234 "	 22.0 	 -   	 142.0 	 -   	 -   	 -   	 -   	 -   	 35.0 	 6.0 	 12.0 	 (1.0)
" 1,235 "	 22.0 	 -   	 169.0 	 (18.0)	 -   	 (1.0)	 -   	 (3.0)	 30.0 	 (2.0)	 (738.0)	 -   
" 1,236 "	 21.0 	 -   	 -   	 (35.0)	 -   	 -   	 -   	 -   	 -   	 -   	 9.0 	 31.0 
" 1,237 "	 15.0 	 -   	 151.0 	 56.0 	 -   	 -   	 -   	 -   	 25.0 	 -   	 (13.0)	 (18.0)
" 1,238 "	 17.0 	 -   	 65.0 	 25.0 	 -   	 -   	 -   	 -   	 6.0 	 -   	 (79.0)	 31.0 
" 1,239 "	 12.0 	 -   	 145.0 	 -   	 -   	 (5.0)	 -   	 (3.0)	 (74.0)	 (5.0)	 68.0 	 -   
" 1,240 "	 22.0 	 -   	 3.0 	 (35.0)	 -   	 (1.0)	 -   	 (3.0)	 (10.0)	 -   	 (7.0)	 9.0 
" 1,241 "	 22.0 	 -   	 40.0 	 11.0 	 -   	 -   	 -   	 -   	 3.0 	 -   	 (4.0)	 6.0 
" 1,242 "	 22.0 	 -   	 130.0 	 2.0 	 -   	 -   	 -   	 -   	 12.0 	 4.0 	 (167.0)	 -   
" 1,243 "	 20.0 	 -   	 179.0 	 14.0 	 -   	 -   	 -   	 -   	 9.0 	 (1.0)	 41.0 	 2.0 
" 1,244 "	 4.0 	 -   	 180.0 	 145.0 	 6.0 	 4.0 	 3.0 	 -   	 204.0 	 34.0 	 1.0 	 3.0 
" 1,245 "	 22.0 	 -   	 125.0 	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 51.0 	 -   	" 1,957.0 "	 -   
" 1,246 "	 22.0 	 -   	 125.0 	 20.0 	 2.0 	 2.0 	 3.5 	 3.5 	 37.0 	 -   	 -   	 -   
" 1,247 "	 22.0 	 1.0 	 57.0 	 -   	 -   	 (1.0)	 -   	 (3.0)	 17.0 	 -   	 -   	 11.0 
" 1,248 "	 22.0 	 -   	 129.0 	 4.0 	 1.0 	 1.0 	 -   	 -   	 25.0 	 1.0 	 (162.0)	 -   
" 1,249 "	 21.0 	 -   	 196.0 	 (12.0)	 -   	 -   	 -   	 -   	 (22.0)	 (2.0)	" 1,083.0 "	 (1.0)
" 1,250 "	 21.0 	 -   	 110.0 	 (19.0)	 -   	 -   	 -   	 -   	 12.0 	 2.0 	 51.0 	 3.0 
" 1,251 "	 21.0 	 -   	 49.0 	 (24.0)	 -   	 -   	 -   	 -   	 (5.0)	 -   	 -   	 1.0 
" 1,252 "	 22.0 	 -   	 86.0 	 14.0 	 -   	 -   	 -   	 -   	 21.0 	 -   	 (404.0)	 (6.0)
" 1,253 "	 21.0 	 -   	 205.0 	 62.0 	 -   	 -   	 -   	 -   	 113.0 	 2.0 	 19.0 	 -   
" 1,254 "	 22.0 	 -   	 152.0 	 37.0 	 2.0 	 2.0 	 3.0 	 3.0 	 47.0 	 5.0 	 28.0 	 (20.0)
" 1,255 "	 22.0 	 -   	 102.0 	 9.0 	 -   	 -   	 -   	 -   	 (5.0)	 -   	 606.0 	 (19.0)
" 1,256 "	 22.0 	 -   	 103.0 	 47.0 	 -   	 -   	 -   	 -   	 6.0 	 2.0 	 3.0 	 4.0 
" 1,257 "	 21.0 	 -   	 91.0 	 (58.0)	 -   	 (2.0)	 -   	 (3.0)	 (6.0)	 (4.0)	 (90.0)	 3.0 
" 1,258 "	 22.0 	 -   	 161.0 	 (14.0)	 -   	 -   	 -   	 -   	 (2.0)	 (1.0)	 36.0 	 -   
" 1,259 "	 21.0 	 -   	 103.0 	 38.0 	 -   	 -   	 -   	 -   	 1.0 	 1.0 	 (105.0)	 16.0 
" 1,260 "	 22.0 	 -   	 114.0 	 (50.0)	 -   	 (4.0)	 -   	 (3.0)	 57.0 	 (1.0)	 (31.0)	 -   
" 1,261 "	 22.0 	 -   	 90.0 	 (37.0)	 1.0 	 1.0 	 3.0 	 3.0 	 4.0 	 (1.0)	 (9.0)	 12.0 
" 1,262 "	 21.0 	 -   	 17.0 	 (40.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 (109.0)	 4.0 
" 1,263 "	 22.0 	 -   	 218.0 	 13.0 	 24.0 	 14.0 	 3.0 	 0.1 	 78.0 	 (2.0)	 (250.0)	 -   
" 1,264 "	 20.0 	 -   	 165.0 	 (26.0)	 -   	 -   	 -   	 -   	 (36.0)	 -   	 29.0 	 3.0 
" 1,265 "	 19.0 	 -   	 179.0 	 6.0 	 -   	 -   	 -   	 -   	 8.0 	 7.0 	" (1,029.0)"	 1.0 
" 1,266 "	 21.0 	 -   	 125.0 	 (2.0)	 -   	 -   	 -   	 -   	 -   	 (2.0)	 (25.0)	 1.0 
" 1,267 "	 22.0 	 -   	 131.0 	 (5.0)	 -   	 -   	 -   	 -   	 (18.0)	 (2.0)	 (40.0)	 (1.0)
" 1,268 "	 9.0 	 -   	 145.0 	 (15.0)	 1.0 	 1.0 	 3.0 	 3.0 	 6.0 	 -   	 (189.0)	 -   
" 1,269 "	 21.0 	 -   	 146.0 	 (18.0)	 -   	 -   	 -   	 -   	 59.0 	 -   	 39.0 	 1.0 
" 1,270 "	 19.0 	 -   	 193.0 	 20.0 	 4.0 	 4.0 	 3.0 	 3.0 	 72.0 	 1.0 	 (467.0)	 4.0 
" 1,271 "	 21.0 	 -   	 57.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 13.0 	 31.0 
" 1,272 "	 20.0 	 1.0 	 107.0 	 (26.0)	 -   	 -   	 -   	 -   	 (20.0)	 -   	 (116.0)	 7.0 
" 1,273 "	 21.0 	 -   	 55.0 	 (17.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (5.0)	 31.0 
" 1,274 "	 20.0 	 -   	 246.0 	 10.0 	 -   	 -   	 -   	 -   	 49.0 	 1.0 	 82.0 	 (1.0)
" 1,275 "	 21.0 	 -   	 73.0 	 -   	 1.0 	 (4.0)	 3.0 	 -   	 (10.0)	 -   	 14.0 	 (1.0)
" 1,276 "	 21.0 	 -   	 26.0 	 (10.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (9.0)	 31.0 
" 1,277 "	 14.0 	 -   	 5.0 	 (20.0)	 -   	 (1.0)	 -   	 (4.0)	 (22.0)	 -   	 4.0 	 (33.0)
" 1,278 "	 20.0 	 -   	 137.0 	 11.0 	 -   	 -   	 -   	 -   	 4.0 	 1.0 	 10.0 	 (17.0)
" 1,279 "	 21.0 	 -   	 134.0 	 (1.0)	 -   	 -   	 -   	 -   	 (12.0)	 -   	 (358.0)	 1.0 
" 1,280 "	 20.0 	 -   	 71.0 	 (1.0)	 -   	 -   	 -   	 -   	 1.0 	 -   	 49.0 	 14.0 
" 1,281 "	 19.0 	 -   	 128.0 	 (29.0)	 3.0 	 2.0 	 3.0 	 -   	 (1.0)	 (11.0)	 23.0 	 -   
" 1,282 "	 12.0 	 -   	 7.0 	 (36.0)	 -   	 -   	 -   	 -   	 (9.0)	 -   	 (14.0)	 2.0 
" 1,283 "	 20.0 	 1.0 	 136.0 	 (12.0)	 1.0 	 -   	 3.0 	 1.0 	 (15.0)	 -   	 (276.0)	 (1.0)
" 1,284 "	 22.0 	 -   	 107.0 	 (37.0)	 -   	 -   	 -   	 -   	 33.0 	 (2.0)	" (4,468.0)"	 -   
" 1,285 "	 22.0 	 -   	 91.0 	 (2.0)	 -   	 -   	 -   	 -   	 18.0 	 -   	 156.0 	 -   
" 1,286 "	 22.0 	 -   	 20.0 	 (77.0)	 -   	 -   	 -   	 -   	 (2.0)	 (2.0)	 82.0 	 12.0 
" 1,287 "	 22.0 	 -   	 24.0 	 (72.0)	 -   	 (1.0)	 -   	 (3.0)	 (6.0)	 (1.0)	 (2.0)	 24.0 
" 1,288 "	 21.0 	 -   	 114.0 	 33.0 	 -   	 -   	 -   	 -   	 4.0 	 -   	 (93.0)	 31.0 
" 1,289 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 1,290 "	 22.0 	 -   	 133.0 	 11.0 	 1.0 	 -   	 2.0 	 (1.0)	 38.0 	 -   	" (1,760.0)"	 4.0 
" 1,291 "	 22.0 	 -   	 21.0 	 (14.0)	 -   	 -   	 -   	 -   	 1.0 	 -   	 (75.0)	 (47.0)
" 1,292 "	 21.0 	 -   	 215.0 	 (4.0)	 -   	 -   	 -   	 -   	 38.0 	 (1.0)	" (9,962.0)"	 3.0 
" 1,293 "	 22.0 	 -   	 191.0 	 (10.0)	 -   	 -   	 -   	 -   	 (6.0)	 (5.0)	 (22.0)	 3.0 
" 1,294 "	 20.0 	 -   	 46.0 	 (52.0)	 -   	 -   	 -   	 -   	 (14.0)	 -   	 7.0 	 3.0 
" 1,295 "	 21.0 	 -   	 109.0 	 -   	 -   	 -   	 -   	 -   	 2.0 	 -   	 16.0 	 (14.0)
" 1,296 "	 22.0 	 -   	 79.0 	 14.0 	 2.0 	 1.0 	 2.5 	 (0.5)	 18.0 	 -   	 46.0 	 (34.0)
" 1,297 "	 18.0 	 -   	 71.0 	 43.0 	 -   	 -   	 -   	 -   	 14.0 	 -   	 43.0 	 31.0 
" 1,298 "	 22.0 	 -   	 278.0 	 13.0 	 3.0 	 (5.0)	 3.0 	 -   	 98.0 	 3.0 	 (346.0)	 -   
" 1,299 "	 21.0 	 -   	 147.0 	 32.0 	 1.0 	 1.0 	 3.0 	 3.0 	 59.0 	 2.0 	 (53.0)	 (3.0)
" 1,300 "	 22.0 	 -   	 207.0 	 4.0 	 6.0 	 -   	 3.0 	 -   	 99.0 	 4.0 	 521.0 	 -   
" 1,301 "	 22.0 	 -   	 6.0 	 (10.0)	 -   	 -   	 -   	 -   	 (36.0)	 -   	 4.0 	 -   
" 1,302 "	 17.0 	 -   	 163.0 	 9.0 	 -   	 -   	 -   	 -   	 4.0 	 -   	 (18.0)	 14.0 
" 1,303 "	 21.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 30.0 
" 1,304 "	 21.0 	 -   	 150.0 	 (20.0)	 1.0 	 (1.0)	 3.0 	 -   	 15.0 	 -   	 (53.0)	 2.0 
" 1,305 "	 21.0 	 -   	 62.0 	 (11.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (83.0)	 31.0 
" 1,306 "	 21.0 	 -   	 142.0 	 (12.0)	 -   	 (1.0)	 -   	 (3.0)	 (4.0)	 -   	 (93.0)	 -   
" 1,307 "	 13.0 	 -   	 172.0 	 (21.0)	 -   	 (1.0)	 -   	 (3.0)	 55.0 	 (4.0)	 218.0 	 10.0 
" 1,308 "	 21.0 	 -   	 145.0 	 6.0 	 1.0 	 (3.0)	 3.0 	 -   	 3.0 	 (4.0)	 (81.0)	 (1.0)
" 1,309 "	 22.0 	 -   	 124.0 	 14.0 	 1.0 	 1.0 	 3.0 	 3.0 	 27.0 	 -   	 139.0 	 6.0 
" 1,310 "	 21.0 	 -   	 124.0 	 (3.0)	 7.0 	 3.0 	 3.0 	 -   	 27.0 	 1.0 	 (349.0)	 (1.0)
" 1,311 "	 25.0 	 -   	 150.0 	 19.0 	 -   	 -   	 -   	 -   	 45.0 	 (1.0)	 35.0 	 (3.0)
" 1,312 "	 21.0 	 -   	 87.0 	 (26.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 198.0 	 5.0 
" 1,313 "	 22.0 	 -   	 200.0 	 (6.0)	 3.0 	 3.0 	 2.3 	 2.3 	 89.0 	 (10.0)	 140.0 	 (1.0)
" 1,314 "	 21.0 	 -   	 200.0 	 20.0 	 3.0 	 3.0 	 3.0 	 3.0 	 26.0 	 8.0 	" 3,267.0 "	 -   
" 1,315 "	 21.0 	 -   	 176.0 	 6.0 	 -   	 -   	 -   	 -   	 5.0 	 (2.0)	 (866.0)	 (1.0)
" 1,316 "	 21.0 	 -   	 8.0 	 (25.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 -   	 (59.0)
" 1,317 "	 20.0 	 -   	 180.0 	 2.0 	 -   	 (2.0)	 -   	 (3.0)	 (13.0)	 1.0 	 (874.0)	 -   
" 1,318 "	 21.0 	 -   	 83.0 	 (11.0)	 -   	 -   	 -   	 -   	 (12.0)	 (1.0)	 (194.0)	 5.0 
" 1,319 "	 19.0 	 -   	 124.0 	 27.0 	 1.0 	 1.0 	 3.0 	 3.0 	 8.0 	 2.0 	 54.0 	 6.0 
" 1,320 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 1,321 "	 21.0 	 -   	 34.0 	 25.0 	 -   	 -   	 -   	 -   	 2.0 	 -   	 23.0 	 30.0 
" 1,322 "	 21.0 	 -   	 165.0 	 49.0 	 -   	 -   	 -   	 -   	 9.0 	 1.0 	 23.0 	 -   
" 1,323 "	 21.0 	 -   	 134.0 	 7.0 	 -   	 -   	 -   	 -   	 3.0 	 1.0 	 11.0 	 5.0 
" 1,324 "	 20.0 	 -   	 170.0 	 (15.0)	 -   	 (1.0)	 -   	 (3.0)	 41.0 	 (1.0)	 24.0 	 (1.0)
" 1,325 "	 20.0 	 -   	 132.0 	 31.0 	 -   	 -   	 -   	 -   	 76.0 	 -   	 (38.0)	 (1.0)
" 1,326 "	 21.0 	 -   	 168.0 	 (4.0)	 -   	 -   	 -   	 -   	 69.0 	 -   	 (556.0)	 -   
" 1,327 "	 21.0 	 -   	 176.0 	 (18.0)	 5.0 	 1.0 	 3.0 	 -   	 100.0 	 5.0 	 586.0 	 (1.0)
" 1,328 "	 21.0 	 -   	 159.0 	 (2.0)	 1.0 	 1.0 	 -   	 -   	 26.0 	 (1.0)	 23.0 	 -   
" 1,329 "	 21.0 	 -   	 55.0 	 (9.0)	 -   	 -   	 -   	 -   	 (13.0)	 -   	 38.0 	 (10.0)
" 1,330 "	 21.0 	 -   	 127.0 	 (11.0)	 1.0 	 -   	 2.0 	 (1.0)	 (49.0)	 (1.0)	 19.0 	 -   
" 1,331 "	 21.0 	 -   	 77.0 	 (48.0)	 -   	 -   	 -   	 -   	 (15.0)	 (2.0)	 (242.0)	 3.0 
" 1,332 "	 21.0 	 -   	 41.0 	 10.0 	 -   	 -   	 -   	 -   	 6.0 	 -   	 6.0 	 3.0 
" 1,333 "	 21.0 	 -   	 195.0 	 (5.0)	 6.0 	 (6.0)	 3.2 	 0.2 	 104.0 	 -   	 (120.0)	 -   
" 1,334 "	 7.0 	 -   	 64.0 	 -   	 -   	 -   	 -   	 -   	 6.0 	 -   	 135.0 	 10.0 
" 1,335 "	 16.0 	 -   	 63.0 	 (23.0)	 -   	 -   	 -   	 -   	 (4.0)	 -   	 (14.0)	 (13.0)
" 1,336 "	 21.0 	 -   	 -   	 (21.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 3.0 	 (64.0)
" 1,337 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 1,338 "	 21.0 	 -   	 80.0 	 9.0 	 -   	 -   	 -   	 -   	 12.0 	 -   	 43.0 	 -   
" 1,339 "	 20.0 	 1.0 	 170.0 	 46.0 	 -   	 -   	 -   	 -   	 17.0 	 1.0 	" (2,005.0)"	 3.0 
" 1,340 "	 18.0 	 -   	 145.0 	 5.0 	 -   	 (2.0)	 -   	 (3.0)	 (7.0)	 -   	 (262.0)	 (2.0)
" 1,341 "	 21.0 	 -   	 74.0 	 69.0 	 -   	 -   	 -   	 -   	 10.0 	 1.0 	 -   	 31.0 
" 1,342 "	 21.0 	 -   	 146.0 	 (13.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (49.0)	 -   
" 1,343 "	 20.0 	 -   	 231.0 	 13.0 	 2.0 	 (4.0)	 3.0 	 -   	 118.0 	 28.0 	" (1,685.0)"	 -   
" 1,344 "	 21.0 	 -   	 65.0 	 (20.0)	 -   	 -   	 -   	 -   	 (6.0)	 (5.0)	 (50.0)	 9.0 
" 1,345 "	 21.0 	 -   	 152.0 	 (3.0)	 -   	 -   	 -   	 -   	 5.0 	 (2.0)	 (15.0)	 1.0 
" 1,346 "	 19.0 	 -   	 127.0 	 (1.0)	 1.0 	 1.0 	 3.0 	 3.0 	 27.0 	 5.0 	 (9.0)	 -   
" 1,347 "	 21.0 	 -   	 206.0 	 (15.0)	 -   	 (3.0)	 -   	 (3.0)	 (3.0)	 -   	" 4,861.0 "	 (8.0)
" 1,348 "	 21.0 	 -   	 159.0 	 (10.0)	 -   	 (1.0)	 -   	 (3.0)	 21.0 	 (3.0)	 (88.0)	 -   
" 1,349 "	 19.0 	 -   	 100.0 	 10.0 	 -   	 -   	 -   	 -   	 8.0 	 -   	 (1.0)	 4.0 
" 1,350 "	 21.0 	 -   	 168.0 	 7.0 	 -   	 -   	 -   	 -   	 27.0 	 (2.0)	 156.0 	 -   
" 1,351 "	 21.0 	 -   	 96.0 	 (11.0)	 -   	 -   	 -   	 -   	 (3.0)	 (1.0)	 12.0 	 (31.0)
" 1,352 "	 16.0 	 -   	 130.0 	 19.0 	 2.0 	 1.0 	 3.0 	 -   	 18.0 	 1.0 	 79.0 	 -   
" 1,353 "	 20.0 	 -   	 99.0 	 (12.0)	 -   	 -   	 -   	 -   	 43.0 	 -   	 4.0 	 -   
" 1,354 "	 11.0 	 -   	 191.0 	 -   	 1.0 	 (5.0)	 3.0 	 -   	 (10.0)	 (10.0)	 4.0 	 -   
" 1,355 "	 20.0 	 -   	 118.0 	 -   	 -   	 -   	 -   	 -   	 (7.0)	 -   	 101.0 	 (6.0)
" 1,356 "	 39.0 	 -   	 186.0 	 37.0 	 1.0 	 1.0 	 3.0 	 3.0 	 1.0 	 4.0 	" 6,863.0 "	 -   
" 1,357 "	 41.0 	 -   	 182.0 	 7.0 	 1.0 	 (2.0)	 3.0 	 -   	 (11.0)	 1.0 	 483.0 	 (3.0)
" 1,358 "	 40.0 	 -   	 95.0 	 10.0 	 -   	 -   	 -   	 -   	 7.0 	 -   	 -   	 12.0 
" 1,359 "	 41.0 	 -   	 123.0 	 (15.0)	 -   	 -   	 -   	 -   	 38.0 	 -   	 591.0 	 -   
" 1,360 "	 37.0 	 -   	 88.0 	 -   	 -   	 -   	 -   	 -   	 11.0 	 -   	 188.0 	 5.0 
" 1,361 "	 31.0 	 -   	 69.0 	 10.0 	 1.0 	 1.0 	 3.0 	 3.0 	 8.0 	 -   	 1.0 	 4.0 
" 1,362 "	 40.0 	 -   	 79.0 	 4.0 	 -   	 -   	 -   	 -   	 (11.0)	 -   	 24.0 	 (3.0)
" 1,363 "	 41.0 	 1.0 	 -   	 (34.0)	 -   	 -   	 -   	 -   	 (9.0)	 -   	 -   	 26.0 
" 1,364 "	 40.0 	 -   	 82.0 	 (50.0)	 -   	 -   	 -   	 -   	 9.0 	 (2.0)	 851.0 	 -   
" 1,365 "	 40.0 	 -   	 210.0 	 10.0 	 2.0 	 2.0 	 3.0 	 3.0 	 112.0 	 (1.0)	 (607.0)	 (1.0)
" 1,366 "	 35.0 	 -   	 97.0 	 (14.0)	 -   	 -   	 -   	 -   	 16.0 	 1.0 	 (42.0)	 4.0 
" 1,367 "	 40.0 	 -   	 183.0 	 3.0 	 1.0 	 1.0 	 3.0 	 3.0 	 63.0 	 3.0 	 134.0 	 (3.0)
" 1,368 "	 40.0 	 -   	 110.0 	 20.0 	 -   	 -   	 -   	 -   	 72.0 	 -   	 -   	 5.0 
" 1,369 "	 35.0 	 -   	 115.0 	 (10.0)	 -   	 -   	 -   	 -   	 (4.0)	 -   	 -   	 (2.0)
" 1,370 "	 33.0 	 -   	 108.0 	 (37.0)	 -   	 -   	 -   	 -   	 (12.0)	 (1.0)	 67.0 	 (1.0)
" 1,371 "	 39.0 	 -   	 132.0 	 (1.0)	 -   	 -   	 -   	 -   	 2.0 	 -   	 (101.0)	 3.0 
" 1,372 "	 39.0 	 -   	 189.0 	 (17.0)	 1.0 	 (1.0)	 3.0 	 -   	 (16.0)	 (3.0)	 207.0 	 (1.0)
" 1,373 "	 40.0 	 -   	 141.0 	 32.0 	 2.0 	 1.0 	 3.0 	 -   	 11.0 	 1.0 	" 1,320.0 "	 (3.0)
" 1,374 "	 39.0 	 -   	 118.0 	 (4.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	" 1,328.0 "	 4.0 
